(5000, 91, 107, 8, 3, 0, 1)
(5001, 95, 87, 4, 23, 1, 0)
(5002, 71, 124, 14, 3, 1, 0)
(5003, 142, 81, 6, 2, 0, 1)
(5004, 105, 107, 8, 27, 0, 0)
(5005, 8, 29, 12, 27, 0, 0)
(5006, 10, 100, 4, 36, 0, 0)
(5007, 10, 91, 8, 23, 0, 0)
(5008, 119, 56, 12, 36, 1, 0)
(5009, 131, 84, 8, 39, 0, 0)
(5010, 130, 137, 12, 21, 1, 0)
(5011, 20, 22, 6, 36, 0, 0)
(5012, 132, 142, 16, 42, 0, 0)
(5013, 37, 72, 14, 9, 0, 0)
(5014, 74, 92, 16, 19, 0, 0)
(5015, 103, 18, 6, 20, 0, 0)
(5016, 92, 91, 8, 43, 0, 1)
(5017, 94, 3, 14, 36, 0, 0)
(5018, 16, 132, 10, 26, 0, 0)
(5019, 4, 51, 16, 44, 0, 1)
(5020, 5, 117, 10, 31, 0, 1)
(5021, 90, 108, 6, 10, 0, 0)
(5022, 10, 37, 16, 44, 0, 0)
(5023, 140, 91, 10, 43, 0, 1)
(5024, 125, 121, 14, 42, 0, 1)
(5025, 48, 55, 8, 15, 0, 1)
(5026, 30, 36, 4, 7, 0, 1)
(5027, 117, 3, 4, 17, 0, 0)
(5028, 83, 93, 8, 18, 1, 0)
(5029, 15, 108, 10, 47, 0, 0)
(5030, 5, 87, 10, 22, 0, 0)
(5031, 90, 5, 16, 34, 0, 1)
(5032, 85, 122, 8, 13, 1, 0)
(5033, 27, 20, 10, 2, 0, 0)
(5034, 18, 88, 8, 32, 0, 0)
(5035, 72, 93, 8, 23, 0, 1)
(5036, 82, 129, 8, 26, 0, 0)
(5037, 138, 48, 10, 3, 0, 0)
(5038, 129, 25, 6, 29, 0, 0)
(5039, 140, 137, 14, 9, 0, 0)
(5040, 60, 35, 6, 39, 0, 1)
(5041, 128, 114, 16, 32, 0, 0)
(5042, 76, 81, 12, 47, 1, 0)
(5043, 108, 22, 12, 21, 0, 0)
(5044, 134, 72, 14, 28, 0, 0)
(5045, 13, 111, 12, 38, 0, 0)
(5046, 131, 79, 6, 7, 0, 0)
(5047, 88, 82, 6, 33, 0, 1)
(5048, 41, 123, 8, 23, 0, 0)
(5049, 119, 89, 16, 26, 0, 0)
(5050, 133, 132, 14, 20, 1, 0)
(5051, 120, 60, 10, 48, 0, 0)
(5052, 8, 95, 8, 21, 0, 0)
(5053, 123, 87, 10, 45, 0, 0)
(5054, 29, 71, 10, 49, 0, 1)
(5055, 4, 5, 8, 11, 0, 0)
(5056, 119, 36, 16, 37, 0, 0)
(5057, 120, 117, 10, 26, 0, 0)
(5058, 71, 90, 10, 26, 0, 0)
(5059, 58, 37, 16, 47, 0, 0)
