(0, -1, 288, 299, -1)
(1, -1, 289, 300, 288)
(2, -1, 290, 301, 289)
(3, -1, -1, 302, 290)
(6, -1, 294, 305, -1)
(7, -1, 295, 306, 294)
(8, -1, 296, 307, 295)
(9, -1, -1, 308, 296)
(12, 299, 310, 321, -1)
(13, 300, 311, 322, 310)
(14, 301, 312, 323, 311)
(15, 302, -1, 324, 312)
(18, 305, 316, 327, -1)
(19, 306, 317, 328, 316)
(20, 307, 318, 329, 317)
(21, 308, 319, 330, 318)
(22, -1, -1, 331, 319)
(24, 321, 332, 343, -1)
(25, 322, 333, 344, 332)
(26, 323, 334, 345, 333)
(27, 324, 335, 346, 334)
(28, -1, 336, 347, 335)
(29, -1, 337, 348, 336)
(30, 327, 338, -1, 337)
(31, 328, 339, 350, 338)
(32, 329, 340, 351, 339)
(33, 330, 341, 352, 340)
(34, 331, 342, 353, 341)
(35, -1, -1, 543, 342)
(36, 343, 354, 365, -1)
(37, 344, 355, -1, 354)
(38, 345, 356, 367, 355)
(39, 346, 357, 368, 356)
(40, 347, 358, 369, 357)
(41, 348, -1, 370, 358)
(43, 350, 361, 372, -1)
(44, 351, 362, 373, 361)
(45, 352, 363, 374, 362)
(46, 353, 364, 375, 363)
(47, 543, -1, 544, 364)
(48, 365, 376, 387, -1)
(49, -1, 377, 388, 376)
(50, 367, 378, 389, 377)
(51, 368, 379, 390, 378)
(52, 369, 380, -1, 379)
(53, 370, 381, 392, 380)
(54, -1, 382, 393, 381)
(55, 372, 383, 394, 382)
(56, 373, 384, -1, 383)
(57, 374, 385, 396, 384)
(58, 375, 386, 397, 385)
(59, 544, -1, -1, 386)
(60, 387, 398, 409, -1)
(61, 388, 399, 410, 398)
(62, 389, 400, 411, 399)
(63, 390, -1, 412, 400)
(65, 392, 403, 414, -1)
(66, 393, 404, 415, 403)
(67, 394, 405, 416, 404)
(68, -1, 406, 417, 405)
(69, 396, 407, -1, 406)
(70, 397, -1, 419, 407)
(72, 409, 420, 431, -1)
(73, 410, 421, 432, 420)
(74, 411, 422, -1, 421)
(75, 412, 423, 434, 422)
(76, -1, 424, 435, 423)
(77, 414, -1, 436, 424)
(78, 415, 426, 437, -1)
(79, 416, 427, 438, 426)
(80, 417, 428, 439, 427)
(81, -1, 429, 440, 428)
(82, 419, -1, 441, 429)
(84, 431, 442, 453, -1)
(85, 432, 443, 454, 442)
(86, -1, 444, 455, 443)
(87, 434, 445, 456, 444)
(88, 435, 446, 457, 445)
(89, 436, 447, 458, 446)
(90, 437, 448, 459, 447)
(91, 438, 449, -1, 448)
(92, 439, 450, 461, 449)
(93, 440, 451, 462, 450)
(94, 441, 452, 463, 451)
(95, -1, -1, 548, 452)
(96, 453, 464, 475, -1)
(97, 454, 465, 476, 464)
(98, 455, 466, 477, 465)
(99, 456, 467, 478, 466)
(100, 457, 468, 479, 467)
(101, 458, 469, 480, 468)
(102, 459, -1, -1, 469)
(104, 461, 472, 483, -1)
(105, 462, 473, 484, 472)
(106, 463, 474, 485, 473)
(107, 548, -1, 549, 474)
(108, 475, 486, -1, -1)
(109, 476, 487, -1, 486)
(110, 477, 488, 499, 487)
(111, 478, 489, 500, 488)
(112, 479, 490, 501, 489)
(113, 480, -1, 502, 490)
(116, 483, 494, 505, -1)
(117, 484, 495, 506, 494)
(118, 485, 496, 507, 495)
(119, 549, -1, 550, 496)
(122, 499, 510, 521, -1)
(123, 500, 511, 522, 510)
(124, 501, 512, 523, 511)
(125, 502, 513, 524, 512)
(126, -1, 514, 525, 513)
(127, -1, 515, 526, 514)
(128, 505, 516, 527, 515)
(129, 506, 517, 528, 516)
(130, 507, 518, 529, 517)
(131, 550, -1, 551, 518)
(134, 521, 532, -1, -1)
(135, 522, 533, -1, 532)
(136, 523, 534, -1, 533)
(137, 524, 535, -1, 534)
(138, 525, 536, -1, 535)
(139, 526, 537, -1, 536)
(140, 527, 538, -1, 537)
(141, 528, 539, -1, 538)
(142, 529, 540, -1, 539)
(143, 551, -1, -1, 540)
