(5000, 11, 143, 14, 44, 0, 0)
(5001, 111, 51, 14, 1, 0, 0)
(5002, 65, 38, 12, 6, 0, 0)
(5003, 88, 117, 8, 14, 0, 0)
(5004, 11, 102, 8, 42, 0, 0)
(5005, 79, 71, 10, 12, 0, 0)
(5006, 26, 51, 6, 26, 0, 0)
(5007, 51, 28, 12, 10, 0, 0)
(5008, 62, 18, 14, 18, 0, 0)
(5009, 21, 140, 14, 12, 0, 0)
(5010, 73, 141, 6, 11, 0, 0)
(5011, 122, 2, 10, 40, 0, 0)
(5012, 23, 90, 8, 9, 0, 0)
(5013, 45, 3, 10, 21, 0, 0)
(5014, 81, 79, 10, 45, 1, 0)
(5015, 137, 66, 10, 42, 0, 1)
(5016, 63, 66, 14, 27, 0, 0)
(5017, 52, 140, 6, 39, 0, 0)
(5018, 124, 128, 10, 32, 0, 0)
(5019, 39, 111, 6, 40, 0, 0)
(5020, 24, 121, 8, 22, 0, 0)
(5021, 8, 58, 8, 10, 0, 0)
(5022, 54, 140, 12, 38, 0, 1)
(5023, 65, 45, 14, 5, 0, 0)
(5024, 118, 111, 10, 23, 1, 0)
(5025, 44, 80, 12, 14, 0, 0)
(5026, 131, 45, 6, 46, 0, 0)
(5027, 65, 121, 12, 38, 0, 0)
(5028, 58, 18, 8, 4, 0, 0)
(5029, 110, 112, 12, 10, 0, 0)
(5030, 29, 17, 4, 30, 0, 0)
(5031, 124, 33, 4, 32, 0, 0)
(5032, 15, 141, 16, 29, 0, 0)
(5033, 9, 95, 14, 8, 0, 0)
(5034, 79, 1, 6, 9, 0, 0)
(5035, 119, 41, 14, 23, 0, 0)
(5036, 71, 106, 10, 15, 0, 1)
(5037, 46, 116, 10, 40, 0, 0)
(5038, 64, 118, 4, 26, 1, 1)
(5039, 119, 131, 4, 25, 0, 0)
(5040, 109, 140, 12, 1, 1, 0)
(5041, 133, 58, 10, 25, 0, 0)
(5042, 109, 98, 4, 1, 0, 0)
(5043, 135, 91, 4, 46, 0, 0)
(5044, 123, 75, 10, 41, 0, 1)
(5045, 77, 31, 12, 39, 0, 0)
(5046, 109, 17, 8, 32, 0, 0)
(5047, 11, 22, 4, 32, 0, 1)
(5048, 125, 139, 8, 49, 0, 0)
(5049, 113, 36, 10, 44, 0, 0)
(5050, 128, 111, 6, 25, 0, 0)
(5051, 30, 60, 10, 1, 0, 0)
(5052, 94, 122, 4, 7, 1, 0)
(5053, 2, 45, 10, 32, 0, 1)
(5054, 113, 6, 6, 17, 0, 1)
(5055, 94, 47, 12, 30, 0, 0)
(5056, 4, 63, 8, 25, 0, 0)
(5057, 70, 47, 14, 15, 0, 0)
(5058, 81, 21, 14, 29, 0, 1)
(5059, 107, 10, 10, 42, 0, 0)
(5060, 130, 18, 4, 48, 0, 0)
(5061, 73, 70, 4, 5, 0, 0)
(5062, 9, 137, 8, 30, 0, 0)
(5063, 114, 94, 10, 30, 0, 1)
(5064, 125, 41, 8, 19, 0, 0)
(5065, 18, 53, 16, 42, 0, 0)
(5066, 47, 6, 16, 16, 1, 0)
(5067, 102, 124, 16, 19, 0, 0)
(5068, 17, 102, 8, 46, 0, 0)
(5069, 58, 81, 16, 6, 0, 0)
(5070, 102, 122, 8, 2, 0, 0)
(5071, 133, 20, 4, 11, 0, 0)
(5072, 141, 138, 12, 11, 0, 0)
(5073, 32, 68, 8, 17, 0, 0)
(5074, 68, 106, 10, 41, 0, 0)
(5075, 143, 5, 14, 47, 0, 0)
(5076, 125, 87, 14, 1, 0, 0)
(5077, 129, 89, 12, 26, 0, 0)
(5078, 82, 94, 6, 21, 0, 0)
(5079, 87, 90, 8, 30, 0, 1)
(5080, 20, 72, 16, 28, 0, 0)
(5081, 42, 113, 16, 20, 0, 0)
(5082, 17, 81, 4, 1, 0, 0)
(5083, 7, 8, 14, 33, 0, 0)
(5084, 60, 11, 14, 18, 0, 0)
(5085, 105, 44, 12, 24, 0, 0)
(5086, 45, 13, 8, 14, 0, 0)
(5087, 11, 10, 16, 7, 0, 0)
(5088, 113, 53, 12, 15, 0, 0)
(5089, 101, 113, 10, 38, 0, 0)
(5090, 73, 94, 14, 13, 0, 0)
(5091, 121, 108, 16, 29, 0, 0)
(5092, 71, 112, 10, 11, 0, 0)
(5093, 54, 131, 4, 12, 0, 0)
(5094, 13, 41, 8, 43, 0, 0)
(5095, 96, 85, 16, 9, 0, 0)
(5096, 137, 17, 10, 36, 0, 0)
(5097, 43, 66, 12, 32, 0, 0)
(5098, 24, 92, 10, 2, 0, 0)
(5099, 14, 68, 6, 30, 0, 0)
(5100, 52, 42, 8, 16, 1, 0)
(5101, 75, 39, 6, 26, 0, 0)
(5102, 124, 11, 10, 13, 0, 0)
(5103, 30, 1, 6, 23, 0, 0)
