(0, -1, 288, 299, -1)
(1, -1, 289, 300, 288)
(2, -1, 290, 301, 289)
(3, -1, 291, 302, 290)
(4, -1, 292, 303, 291)
(5, -1, 293, 304, 292)
(6, -1, 294, 305, 293)
(7, -1, 295, -1, 294)
(8, -1, 296, 307, 295)
(9, -1, 297, 308, 296)
(10, -1, 298, 309, 297)
(11, -1, -1, 541, 298)
(12, 299, 310, 321, -1)
(13, 300, 311, 322, 310)
(14, 301, 312, 323, 311)
(15, 302, 313, 324, 312)
(16, 303, 314, 325, 313)
(17, 304, 315, 326, 314)
(18, 305, -1, 327, 315)
(20, 307, 318, 329, -1)
(21, 308, 319, 330, 318)
(22, 309, 320, 331, 319)
(23, 541, -1, 542, 320)
(24, 321, 332, 343, -1)
(25, 322, -1, 344, 332)
(26, 323, 334, 345, -1)
(27, 324, 335, 346, 334)
(28, 325, 336, -1, 335)
(29, 326, 337, 348, 336)
(30, 327, 338, 349, 337)
(31, -1, 339, 350, 338)
(32, 329, 340, 351, 339)
(33, 330, 341, 352, 340)
(34, 331, 342, 353, 341)
(35, 542, -1, 543, 342)
(36, 343, 354, 365, -1)
(37, 344, -1, 366, 354)
(38, 345, 356, 367, -1)
(39, 346, -1, 368, 356)
(41, 348, 359, 370, -1)
(42, 349, 360, 371, 359)
(43, 350, 361, -1, 360)
(44, 351, 362, -1, 361)
(45, 352, 363, 374, 362)
(46, 353, 364, 375, 363)
(47, 543, -1, 544, 364)
(48, 365, 376, 387, -1)
(49, 366, -1, 388, 376)
(50, 367, 378, 389, -1)
(51, 368, 379, 390, 378)
(52, -1, 380, 391, 379)
(53, 370, 381, 392, 380)
(54, 371, -1, 393, 381)
(57, 374, 385, 396, -1)
(58, 375, 386, 397, 385)
(59, 544, -1, 545, 386)
(60, 387, 398, 409, -1)
(61, 388, 399, 410, 398)
(62, 389, 400, 411, 399)
(63, 390, 401, 412, 400)
(64, 391, 402, -1, 401)
(65, 392, 403, 414, 402)
(66, 393, 404, -1, 403)
(67, -1, 405, 416, 404)
(68, -1, 406, 417, 405)
(69, 396, 407, 418, 406)
(70, 397, 408, 419, 407)
(71, 545, -1, -1, 408)
(72, 409, 420, 431, -1)
(73, 410, 421, 432, 420)
(74, 411, 422, 433, 421)
(75, 412, -1, 434, 422)
(77, 414, -1, 436, -1)
(79, 416, 427, 438, -1)
(80, 417, 428, 439, 427)
(81, 418, 429, 440, 428)
(82, 419, -1, 441, 429)
(84, 431, 442, 453, -1)
(85, 432, 443, 454, 442)
(86, 433, 444, 455, 443)
(87, 434, 445, 456, 444)
(88, -1, 446, 457, 445)
(89, 436, 447, 458, 446)
(90, -1, 448, 459, 447)
(91, 438, 449, 460, 448)
(92, 439, 450, -1, 449)
(93, 440, 451, 462, 450)
(94, 441, 452, 463, 451)
(95, -1, -1, 548, 452)
(96, 453, 464, 475, -1)
(97, 454, 465, 476, 464)
(98, 455, 466, 477, 465)
(99, 456, 467, 478, 466)
(100, 457, 468, 479, 467)
(101, 458, 469, 480, 468)
(102, 459, 470, 481, 469)
(103, 460, -1, -1, 470)
(105, 462, 473, 484, -1)
(106, 463, 474, 485, 473)
(107, 548, -1, 549, 474)
(108, 475, 486, -1, -1)
(109, 476, 487, 498, 486)
(110, 477, 488, 499, 487)
(111, 478, 489, 500, 488)
(112, 479, 490, 501, 489)
(113, 480, 491, 502, 490)
(114, 481, -1, 503, 491)
(116, -1, 494, 505, -1)
(117, 484, 495, 506, 494)
(118, 485, 496, 507, 495)
(119, 549, -1, 550, 496)
(121, 498, 509, 520, -1)
(122, 499, 510, 521, 509)
(123, 500, 511, 522, 510)
(124, 501, 512, 523, 511)
(125, 502, 513, 524, 512)
(126, 503, 514, 525, 513)
(127, -1, 515, 526, 514)
(128, 505, 516, 527, 515)
(129, 506, 517, 528, 516)
(130, 507, 518, 529, 517)
(131, 550, -1, 551, 518)
(133, 520, 531, -1, -1)
(134, 521, 532, -1, 531)
(135, 522, 533, -1, 532)
(136, 523, 534, -1, 533)
(137, 524, 535, -1, 534)
(138, 525, 536, -1, 535)
(139, 526, 537, -1, 536)
(140, 527, 538, -1, 537)
(141, 528, 539, -1, 538)
(142, 529, 540, -1, 539)
(143, 551, -1, -1, 540)
