(5000, 85, 19, 16, 18, 0, 0)
(5001, 46, 112, 14, 38, 1, 0)
(5002, 28, 117, 12, 1, 0, 0)
(5003, 87, 11, 12, 37, 0, 0)
(5004, 17, 142, 6, 14, 0, 1)
(5005, 86, 23, 16, 26, 0, 0)
(5006, 36, 130, 16, 29, 0, 0)
(5007, 117, 63, 12, 28, 0, 0)
(5008, 36, 119, 12, 5, 0, 0)
(5009, 8, 132, 4, 16, 0, 1)
(5010, 21, 123, 10, 41, 0, 1)
(5011, 19, 109, 10, 11, 1, 0)
(5012, 43, 132, 14, 27, 0, 0)
(5013, 131, 24, 16, 28, 0, 1)
(5014, 88, 22, 6, 19, 0, 0)
(5015, 46, 134, 14, 34, 0, 0)
(5016, 30, 108, 8, 2, 0, 0)
(5017, 116, 0, 12, 41, 0, 0)
(5018, 58, 136, 4, 6, 0, 0)
(5019, 120, 11, 8, 7, 0, 1)
(5020, 63, 140, 12, 6, 0, 1)
(5021, 108, 30, 10, 38, 0, 0)
(5022, 61, 143, 10, 8, 0, 0)
(5023, 86, 35, 12, 26, 0, 0)
(5024, 92, 12, 12, 15, 0, 0)
(5025, 40, 129, 8, 25, 0, 0)
(5026, 96, 10, 6, 36, 0, 1)
(5027, 15, 105, 14, 49, 0, 0)
(5028, 64, 142, 14, 41, 0, 0)
(5029, 51, 141, 8, 30, 0, 0)
(5030, 116, 12, 14, 13, 0, 0)
(5031, 64, 143, 6, 40, 0, 0)
(5032, 71, 120, 10, 17, 0, 0)
(5033, 121, 11, 8, 46, 0, 0)
(5034, 121, 11, 14, 18, 1, 0)
(5035, 88, 55, 6, 47, 0, 0)
(5036, 8, 132, 10, 47, 1, 1)
(5037, 16, 143, 4, 6, 0, 0)
(5038, 67, 73, 12, 10, 0, 0)
(5039, 102, 12, 4, 10, 0, 0)
(5040, 25, 130, 10, 3, 0, 0)
(5041, 64, 131, 10, 37, 1, 0)
(5042, 87, 10, 16, 45, 0, 0)
(5043, 15, 93, 16, 18, 0, 0)
(5044, 35, 132, 16, 38, 0, 0)
(5045, 10, 122, 16, 6, 0, 1)
(5046, 18, 108, 6, 2, 1, 0)
(5047, 133, 11, 12, 25, 0, 0)
(5048, 43, 132, 10, 15, 1, 0)
(5049, 89, 35, 16, 12, 0, 1)
(5050, 82, 50, 6, 14, 0, 0)
(5051, 129, 0, 8, 9, 0, 0)
(5052, 82, 36, 16, 44, 0, 1)
(5053, 85, 19, 6, 42, 0, 0)
(5054, 74, 8, 10, 20, 0, 0)
(5055, 124, 35, 16, 25, 0, 0)
(5056, 22, 122, 6, 40, 0, 1)
(5057, 23, 122, 16, 38, 0, 0)
(5058, 123, 10, 16, 30, 1, 0)
(5059, 29, 80, 4, 31, 0, 0)
(5060, 76, 11, 14, 23, 0, 1)
(5061, 120, 47, 4, 39, 0, 0)
(5062, 117, 64, 12, 2, 0, 0)
(5063, 91, 3, 14, 38, 1, 0)
(5064, 89, 47, 8, 47, 0, 0)
(5065, 72, 10, 10, 25, 0, 0)
(5066, 117, 48, 14, 17, 0, 0)
(5067, 76, 47, 16, 1, 0, 0)
(5068, 1, 143, 6, 21, 0, 0)
(5069, 22, 110, 16, 16, 0, 1)
(5070, 83, 4, 4, 8, 0, 0)
(5071, 33, 108, 16, 2, 0, 0)
(5072, 119, 60, 8, 18, 0, 0)
(5073, 25, 130, 6, 42, 0, 0)
(5074, 47, 132, 10, 47, 0, 0)
(5075, 31, 109, 8, 6, 0, 1)
(5076, 48, 130, 12, 6, 0, 0)
(5077, 24, 106, 14, 29, 0, 0)
(5078, 88, 9, 14, 8, 0, 0)
(5079, 125, 10, 8, 5, 1, 0)
(5080, 39, 107, 4, 23, 0, 0)
(5081, 1, 143, 14, 20, 0, 0)
(5082, 36, 119, 10, 17, 0, 0)
(5083, 85, 21, 4, 25, 0, 0)
(5084, 38, 128, 16, 20, 1, 0)
(5085, 13, 138, 16, 37, 0, 0)
(5086, 139, 4, 6, 47, 1, 1)
(5087, 52, 106, 16, 3, 0, 0)
(5088, 49, 95, 8, 38, 0, 0)
(5089, 75, 23, 16, 30, 0, 0)
(5090, 63, 140, 8, 26, 0, 0)
(5091, 95, 1, 10, 19, 0, 0)
(5092, 37, 142, 4, 36, 0, 0)
(5093, 27, 107, 6, 17, 0, 0)
(5094, 88, 20, 14, 11, 0, 0)
(5095, 55, 108, 12, 32, 0, 1)
(5096, 50, 143, 6, 1, 0, 0)
(5097, 22, 110, 12, 4, 0, 0)
(5098, 128, 36, 6, 14, 0, 1)
(5099, 7, 135, 4, 32, 0, 0)
(5100, 88, 30, 12, 17, 0, 1)
(5101, 143, 49, 12, 13, 0, 0)
(5102, 25, 130, 4, 19, 0, 1)
(5103, 40, 119, 14, 20, 0, 0)
(5104, 24, 106, 14, 40, 0, 0)
(5105, 79, 2, 12, 15, 0, 0)
(5106, 105, 12, 8, 29, 0, 0)
(5107, 89, 23, 12, 34, 0, 0)
(5108, 114, 12, 14, 3, 0, 0)
(5109, 20, 109, 16, 18, 0, 0)
(5110, 22, 110, 8, 9, 0, 0)
(5111, 141, 14, 8, 27, 0, 0)
(5112, 74, 6, 10, 16, 0, 0)
(5113, 90, 0, 14, 40, 0, 0)
(5114, 15, 105, 6, 19, 1, 0)
(5115, 130, 3, 16, 32, 0, 0)
(5116, 86, 23, 10, 3, 0, 0)
(5117, 25, 142, 14, 49, 0, 0)
(5118, 83, 4, 10, 19, 0, 1)
