(5000, 123, 45, 10, 4, 0, 0)
(5001, 62, 119, 12, 5, 0, 0)
(5002, 124, 10, 10, 12, 0, 0)
(5003, 107, 4, 10, 23, 0, 1)
(5004, 31, 132, 16, 11, 0, 0)
(5005, 5, 131, 8, 7, 0, 0)
(5006, 53, 139, 4, 41, 0, 0)
(5007, 8, 123, 14, 1, 0, 0)
(5008, 74, 9, 6, 45, 0, 0)
(5009, 90, 3, 16, 25, 0, 1)
(5010, 36, 142, 12, 27, 0, 0)
(5011, 96, 47, 8, 3, 0, 0)
(5012, 43, 121, 16, 31, 0, 0)
(5013, 116, 0, 16, 18, 0, 0)
(5014, 44, 108, 16, 1, 0, 0)
(5015, 91, 28, 14, 13, 0, 0)
(5016, 2, 105, 10, 25, 0, 0)
(5017, 1, 106, 6, 12, 0, 0)
(5018, 139, 0, 6, 2, 0, 0)
(5019, 131, 14, 14, 23, 0, 1)
(5020, 71, 132, 6, 26, 0, 0)
(5021, 17, 142, 16, 41, 0, 0)
(5022, 140, 25, 10, 28, 0, 0)
(5023, 31, 133, 4, 17, 1, 0)
(5024, 71, 132, 4, 26, 0, 0)
(5025, 90, 39, 4, 29, 0, 0)
(5026, 41, 115, 14, 49, 0, 0)
(5027, 143, 0, 14, 37, 0, 0)
(5028, 16, 141, 8, 1, 0, 0)
(5029, 8, 109, 6, 34, 0, 0)
(5030, 29, 143, 6, 12, 0, 0)
(5031, 30, 120, 8, 39, 0, 0)
(5032, 30, 120, 16, 32, 0, 0)
(5033, 113, 47, 8, 15, 0, 0)
(5034, 5, 143, 12, 33, 0, 1)
(5035, 61, 139, 4, 37, 0, 0)
(5036, 8, 123, 14, 18, 0, 1)
(5037, 48, 131, 6, 28, 0, 1)
(5038, 43, 122, 6, 7, 0, 0)
(5039, 99, 8, 6, 13, 0, 0)
(5040, 26, 140, 12, 27, 1, 0)
(5041, 21, 133, 8, 37, 0, 0)
(5042, 113, 32, 10, 15, 0, 1)
(5043, 124, 10, 14, 46, 0, 0)
(5044, 77, 32, 4, 47, 0, 0)
(5045, 107, 3, 14, 23, 0, 1)
(5046, 85, 9, 6, 15, 0, 0)
(5047, 110, 10, 10, 30, 0, 0)
(5048, 69, 135, 12, 9, 0, 0)
(5049, 34, 136, 12, 49, 0, 0)
(5050, 57, 100, 10, 48, 0, 1)
(5051, 104, 48, 10, 41, 0, 0)
(5052, 72, 44, 8, 36, 0, 0)
(5053, 81, 2, 14, 39, 0, 0)
(5054, 89, 58, 4, 46, 0, 0)
(5055, 110, 10, 4, 14, 0, 0)
(5056, 63, 142, 10, 40, 0, 0)
(5057, 100, 20, 8, 46, 0, 0)
(5058, 12, 129, 4, 4, 1, 0)
(5059, 132, 22, 6, 35, 0, 0)
(5060, 25, 83, 4, 19, 1, 0)
(5061, 128, 12, 10, 42, 0, 0)
(5062, 3, 119, 8, 40, 1, 0)
(5063, 43, 134, 6, 28, 0, 0)
(5064, 89, 45, 14, 49, 0, 1)
(5065, 12, 128, 12, 49, 0, 0)
(5066, 109, 34, 12, 44, 0, 0)
(5067, 135, 47, 12, 29, 0, 0)
(5068, 47, 133, 10, 35, 0, 0)
(5069, 2, 119, 6, 38, 0, 0)
(5070, 141, 12, 10, 31, 0, 0)
(5071, 105, 38, 16, 33, 0, 0)
(5072, 101, 35, 14, 22, 0, 0)
(5073, 25, 82, 10, 31, 1, 0)
(5074, 121, 35, 4, 6, 0, 0)
(5075, 25, 143, 10, 13, 0, 0)
(5076, 13, 143, 4, 5, 0, 0)
(5077, 39, 143, 12, 1, 0, 0)
(5078, 10, 123, 14, 47, 0, 0)
(5079, 88, 21, 6, 13, 0, 0)
(5080, 71, 132, 8, 18, 1, 0)
(5081, 34, 136, 14, 2, 0, 0)
(5082, 39, 143, 8, 30, 0, 0)
(5083, 72, 35, 8, 36, 1, 0)
(5084, 84, 45, 16, 37, 0, 0)
(5085, 40, 142, 12, 23, 0, 0)
(5086, 119, 0, 4, 1, 0, 0)
(5087, 125, 10, 10, 13, 0, 0)
(5088, 67, 121, 8, 40, 0, 1)
(5089, 38, 140, 14, 34, 0, 0)
(5090, 4, 129, 12, 44, 0, 1)
(5091, 123, 20, 4, 3, 0, 0)
(5092, 114, 1, 10, 39, 0, 1)
(5093, 102, 12, 4, 15, 0, 0)
(5094, 55, 125, 6, 34, 0, 0)
(5095, 8, 111, 8, 24, 1, 1)
(5096, 100, 35, 10, 27, 0, 0)
(5097, 102, 36, 14, 4, 1, 0)
(5098, 129, 37, 12, 44, 0, 1)
(5099, 114, 1, 4, 23, 1, 1)
(5100, 41, 142, 10, 32, 0, 0)
(5101, 88, 45, 4, 44, 0, 0)
(5102, 37, 119, 16, 6, 0, 1)
(5103, 56, 123, 12, 3, 0, 0)
(5104, 71, 132, 14, 2, 0, 0)
(5105, 83, 1, 8, 22, 0, 0)
(5106, 106, 52, 14, 36, 0, 0)
(5107, 86, 10, 12, 42, 0, 0)
(5108, 16, 142, 12, 6, 0, 0)
(5109, 140, 38, 12, 19, 0, 0)
(5110, 132, 22, 6, 19, 0, 0)
(5111, 19, 133, 12, 47, 0, 0)
(5112, 97, 34, 12, 21, 0, 0)
(5113, 43, 121, 14, 34, 0, 0)
(5114, 103, 1, 14, 33, 0, 0)
(5115, 124, 9, 14, 46, 0, 0)
(5116, 26, 138, 12, 29, 0, 0)
(5117, 80, 12, 4, 19, 0, 0)
(5118, 134, 21, 6, 25, 0, 0)
(5119, 110, 10, 8, 11, 0, 1)
(5120, 21, 132, 16, 14, 0, 0)
(5121, 70, 132, 10, 9, 0, 0)
(5122, 67, 85, 12, 37, 0, 0)
(5123, 99, 69, 12, 29, 0, 0)
(5124, 17, 129, 8, 39, 0, 0)
(5125, 15, 93, 12, 42, 0, 0)
(5126, 84, 9, 16, 48, 0, 0)
(5127, 115, 25, 4, 23, 1, 1)
(5128, 20, 123, 14, 37, 1, 0)
(5129, 89, 35, 14, 37, 0, 0)
(5130, 70, 132, 16, 35, 1, 1)
(5131, 115, 13, 14, 1, 1, 0)
(5132, 120, 35, 6, 7, 1, 0)
(5133, 38, 91, 14, 17, 0, 0)
(5134, 64, 143, 16, 41, 0, 0)
(5135, 30, 132, 10, 15, 0, 0)
(5136, 79, 3, 10, 23, 0, 1)
(5137, 15, 105, 16, 11, 0, 1)
(5138, 10, 137, 12, 6, 0, 0)
(5139, 14, 138, 12, 1, 0, 0)
(5140, 7, 120, 6, 7, 1, 1)
(5141, 137, 10, 14, 38, 0, 0)
(5142, 74, 10, 4, 18, 0, 0)
(5143, 29, 143, 6, 11, 0, 0)
(5144, 55, 75, 8, 13, 0, 0)
(5145, 21, 132, 10, 31, 0, 0)
(5146, 14, 139, 4, 24, 0, 0)
(5147, 134, 22, 14, 7, 0, 0)
(5148, 17, 117, 12, 6, 0, 0)
(5149, 4, 131, 16, 40, 0, 0)
(5150, 114, 1, 10, 1, 1, 0)
(5151, 43, 120, 12, 49, 0, 0)
(5152, 81, 1, 12, 11, 0, 0)
(5153, 68, 96, 6, 13, 0, 0)
(5154, 106, 4, 4, 9, 0, 0)
(5155, 52, 131, 4, 16, 1, 0)
(5156, 91, 25, 16, 23, 0, 1)
(5157, 25, 119, 10, 24, 0, 0)
(5158, 109, 22, 8, 6, 0, 0)
(5159, 1, 140, 12, 20, 0, 1)
(5160, 115, 0, 16, 12, 0, 0)
(5161, 84, 47, 6, 22, 0, 0)
(5162, 24, 142, 10, 33, 0, 0)
(5163, 1, 107, 4, 7, 0, 0)
(5164, 142, 17, 4, 36, 0, 0)
(5165, 122, 34, 12, 12, 1, 0)
(5166, 14, 140, 12, 31, 0, 1)
(5167, 100, 45, 6, 31, 0, 0)
(5168, 59, 121, 14, 14, 0, 0)
(5169, 3, 131, 12, 41, 0, 1)
