(0, -1, 288, 299, -1)
(1, -1, 289, 300, 288)
(2, -1, 290, 301, 289)
(3, -1, 291, 302, 290)
(4, -1, 292, 303, 291)
(5, -1, 293, 304, 292)
(6, -1, 294, 305, 293)
(7, -1, 295, 306, 294)
(8, -1, 296, 307, 295)
(9, -1, 297, 308, 296)
(10, -1, 298, 309, 297)
(11, -1, -1, 541, 298)
(12, 299, 310, 321, -1)
(13, 300, 311, 322, 310)
(14, 301, 312, 323, 311)
(15, 302, 313, 324, 312)
(16, 303, 314, -1, 313)
(17, 304, 315, 326, 314)
(18, 305, 316, 327, 315)
(19, 306, 317, 328, 316)
(20, 307, 318, 329, 317)
(21, 308, 319, 330, 318)
(22, 309, 320, 331, 319)
(23, 541, -1, 542, 320)
(24, 321, 332, -1, -1)
(25, 322, 333, 344, 332)
(26, 323, 334, 345, 333)
(27, 324, -1, 346, 334)
(29, 326, 337, 348, -1)
(30, 327, 338, 349, 337)
(31, 328, 339, 350, 338)
(32, 329, 340, 351, 339)
(33, 330, 341, 352, 340)
(34, 331, 342, 353, 341)
(35, 542, -1, 543, 342)
(37, 344, 355, 366, -1)
(38, 345, 356, 367, 355)
(39, 346, 357, -1, 356)
(40, -1, 358, 369, 357)
(41, 348, 359, 370, 358)
(42, 349, 360, 371, 359)
(43, 350, 361, 372, 360)
(44, 351, 362, 373, 361)
(45, 352, 363, 374, 362)
(46, 353, 364, 375, 363)
(47, 543, -1, 544, 364)
(48, -1, 376, 387, -1)
(49, 366, 377, 388, 376)
(50, 367, -1, 389, 377)
(52, 369, 380, 391, -1)
(53, 370, 381, 392, 380)
(54, 371, 382, 393, 381)
(55, 372, 383, 394, 382)
(56, 373, 384, 395, 383)
(57, 374, 385, 396, 384)
(58, 375, 386, -1, 385)
(59, 544, -1, 545, 386)
(60, 387, 398, 409, -1)
(61, 388, 399, 410, 398)
(62, 389, 400, 411, 399)
(63, -1, 401, 412, 400)
(64, 391, 402, 413, 401)
(65, 392, 403, -1, 402)
(66, 393, 404, 415, 403)
(67, 394, 405, 416, 404)
(68, 395, 406, 417, 405)
(69, 396, -1, 418, 406)
(71, 545, -1, 546, -1)
(72, 409, 420, 431, -1)
(73, 410, 421, 432, 420)
(74, 411, 422, 433, 421)
(75, 412, 423, 434, 422)
(76, 413, -1, 435, 423)
(78, 415, 426, 437, -1)
(79, 416, 427, 438, 426)
(80, 417, 428, 439, 427)
(81, 418, 429, 440, 428)
(82, -1, 430, 441, 429)
(83, 546, -1, 547, 430)
(84, 431, 442, 453, -1)
(85, 432, 443, 454, 442)
(86, 433, 444, 455, 443)
(87, 434, 445, 456, 444)
(88, 435, 446, 457, 445)
(89, -1, 447, 458, 446)
(90, 437, 448, 459, 447)
(91, 438, 449, -1, 448)
(92, 439, 450, 461, 449)
(93, 440, 451, -1, 450)
(94, 441, 452, 463, 451)
(95, 547, -1, 548, 452)
(96, 453, 464, 475, -1)
(97, 454, 465, 476, 464)
(98, 455, 466, 477, 465)
(99, 456, 467, 478, 466)
(100, 457, 468, -1, 467)
(101, 458, 469, 480, 468)
(102, 459, -1, 481, 469)
(104, 461, -1, 483, -1)
(106, 463, 474, 485, -1)
(107, 548, -1, 549, 474)
(108, 475, 486, 497, -1)
(109, 476, 487, 498, 486)
(110, 477, 488, 499, 487)
(111, 478, -1, 500, 488)
(113, 480, 491, 502, -1)
(114, 481, 492, -1, 491)
(115, -1, 493, 504, 492)
(116, 483, 494, 505, 493)
(117, -1, 495, 506, 494)
(118, 485, 496, 507, 495)
(119, 549, -1, 550, 496)
(120, 497, 508, 519, -1)
(121, 498, 509, 520, 508)
(122, 499, 510, 521, 509)
(123, 500, 511, 522, 510)
(124, -1, 512, 523, 511)
(125, 502, -1, 524, 512)
(127, 504, 515, 526, -1)
(128, 505, 516, 527, 515)
(129, 506, 517, 528, 516)
(130, 507, 518, 529, 517)
(131, 550, -1, 551, 518)
(132, 519, 530, -1, -1)
(133, 520, 531, -1, 530)
(134, 521, 532, -1, 531)
(135, 522, 533, -1, 532)
(136, 523, 534, -1, 533)
(137, 524, 535, -1, 534)
(138, -1, 536, -1, 535)
(139, 526, 537, -1, 536)
(140, 527, 538, -1, 537)
(141, 528, 539, -1, 538)
(142, 529, 540, -1, 539)
(143, 551, -1, -1, 540)
