(288, 36, 15, 2, 0, 1, 1)
(289, 30, 12, 4, 1, 2, 1)
(290, 40, 12, 3, 2, 3, 1)
(291, 36, 15, 3, 3, 4, 1)
(292, 30, 15, 4, 4, 5, 1)
(293, 40, 10, 3, 5, 6, 1)
(294, 20, 10, 3, 6, 7, 0)
(295, 24, 12, 2, 7, 8, 1)
(296, 36, 12, 4, 8, 9, 1)
(297, 40, 8, 4, 9, 10, 1)
(298, 40, 10, 4, 10, 11, 1)
(299, 20, 8, 2, 0, 12, 1)
(300, 24, 15, 3, 1, 13, 1)
(301, 24, 8, 3, 2, 14, 1)
(302, 30, 12, 1, 3, 15, 1)
(303, 30, 8, 1, 4, 16, 1)
(304, 30, 12, 1, 5, 17, 1)
(305, 24, 10, 4, 6, 18, 0)
(306, 20, 15, 2, 7, 19, 1)
(307, 24, 10, 4, 8, 20, 1)
(308, 30, 10, 4, 9, 21, 1)
(309, 20, 10, 4, 10, 22, 1)
(310, 20, 12, 3, 12, 13, 0)
(311, 40, 10, 4, 13, 14, 1)
(312, 30, 10, 4, 14, 15, 1)
(313, 24, 8, 1, 15, 16, 1)
(314, 36, 12, 2, 16, 17, 1)
(315, 30, 15, 1, 17, 18, 1)
(316, 24, 12, 3, 18, 19, 1)
(317, 24, 8, 2, 19, 20, 1)
(318, 30, 8, 3, 20, 21, 1)
(319, 24, 15, 1, 21, 22, 1)
(320, 36, 8, 4, 22, 23, 1)
(321, 20, 15, 4, 12, 24, 1)
(322, 40, 12, 4, 13, 25, 1)
(323, 20, 15, 1, 14, 26, 1)
(324, 40, 12, 1, 15, 27, 1)
(326, 36, 15, 4, 17, 29, 1)
(327, 40, 15, 3, 18, 30, 1)
(328, 40, 10, 4, 19, 31, 0)
(329, 20, 10, 3, 20, 32, 1)
(330, 36, 12, 2, 21, 33, 1)
(331, 20, 12, 3, 22, 34, 1)
(332, 30, 12, 2, 24, 25, 1)
(333, 20, 8, 1, 25, 26, 1)
(334, 30, 15, 2, 26, 27, 1)
(337, 24, 8, 2, 29, 30, 1)
(338, 40, 15, 2, 30, 31, 0)
(339, 30, 12, 2, 31, 32, 1)
(340, 24, 8, 3, 32, 33, 1)
(341, 30, 12, 3, 33, 34, 1)
(342, 36, 8, 3, 34, 35, 1)
(344, 24, 15, 4, 25, 37, 1)
(345, 40, 12, 4, 26, 38, 1)
(346, 36, 8, 2, 27, 39, 1)
(348, 36, 12, 1, 29, 41, 1)
(349, 24, 10, 1, 30, 42, 1)
(350, 40, 15, 1, 31, 43, 1)
(351, 36, 8, 1, 32, 44, 1)
(352, 30, 8, 2, 33, 45, 1)
(353, 30, 10, 1, 34, 46, 1)
(355, 40, 8, 1, 37, 38, 1)
(356, 40, 15, 1, 38, 39, 1)
(357, 30, 8, 1, 39, 40, 1)
(358, 20, 15, 2, 40, 41, 1)
(359, 36, 10, 1, 41, 42, 1)
(360, 36, 15, 2, 42, 43, 1)
(361, 20, 15, 3, 43, 44, 1)
(362, 20, 12, 4, 44, 45, 1)
(363, 40, 12, 1, 45, 46, 1)
(364, 40, 8, 3, 46, 47, 1)
(366, 40, 10, 4, 37, 49, 0)
(367, 36, 10, 2, 38, 50, 1)
(369, 20, 8, 2, 40, 52, 0)
(370, 36, 12, 3, 41, 53, 1)
(371, 24, 8, 4, 42, 54, 1)
(372, 24, 15, 4, 43, 55, 1)
(373, 40, 15, 1, 44, 56, 0)
(374, 20, 8, 4, 45, 57, 1)
(375, 20, 12, 3, 46, 58, 1)
(376, 36, 15, 3, 48, 49, 1)
(377, 24, 12, 4, 49, 50, 1)
(380, 20, 8, 1, 52, 53, 1)
(381, 24, 12, 4, 53, 54, 0)
(382, 30, 15, 2, 54, 55, 1)
(383, 36, 12, 4, 55, 56, 1)
(384, 20, 15, 4, 56, 57, 1)
(385, 20, 15, 3, 57, 58, 1)
(386, 20, 12, 2, 58, 59, 1)
(387, 30, 12, 4, 48, 60, 1)
(388, 40, 10, 2, 49, 61, 1)
(389, 30, 12, 4, 50, 62, 1)
(391, 30, 8, 2, 52, 64, 1)
(392, 24, 10, 1, 53, 65, 1)
(393, 36, 8, 4, 54, 66, 1)
(394, 36, 15, 4, 55, 67, 1)
(395, 40, 8, 3, 56, 68, 1)
(396, 40, 8, 2, 57, 69, 1)
(398, 40, 10, 2, 60, 61, 1)
(399, 30, 15, 2, 61, 62, 1)
(400, 30, 10, 3, 62, 63, 1)
(401, 30, 15, 4, 63, 64, 1)
(402, 20, 10, 2, 64, 65, 1)
(403, 30, 12, 2, 65, 66, 1)
(404, 36, 10, 1, 66, 67, 1)
(405, 24, 12, 3, 67, 68, 1)
(406, 36, 12, 3, 68, 69, 1)
(409, 30, 8, 4, 60, 72, 1)
(410, 24, 15, 3, 61, 73, 1)
(411, 24, 12, 4, 62, 74, 1)
(412, 30, 15, 4, 63, 75, 0)
(413, 24, 12, 4, 64, 76, 1)
(415, 36, 10, 3, 66, 78, 0)
(416, 30, 15, 2, 67, 79, 1)
(417, 36, 8, 4, 68, 80, 1)
(418, 40, 15, 3, 69, 81, 1)
(420, 24, 8, 2, 72, 73, 1)
(421, 24, 10, 2, 73, 74, 1)
(422, 30, 8, 1, 74, 75, 0)
(423, 40, 12, 2, 75, 76, 1)
(426, 20, 15, 3, 78, 79, 1)
(427, 20, 15, 1, 79, 80, 1)
(428, 20, 12, 3, 80, 81, 1)
(429, 24, 12, 3, 81, 82, 1)
(430, 20, 12, 1, 82, 83, 1)
(431, 30, 8, 1, 72, 84, 1)
(432, 30, 10, 3, 73, 85, 1)
(433, 24, 12, 4, 74, 86, 1)
(434, 36, 8, 4, 75, 87, 1)
(435, 24, 8, 3, 76, 88, 1)
(437, 40, 15, 1, 78, 90, 1)
(438, 24, 15, 3, 79, 91, 1)
(439, 20, 15, 4, 80, 92, 1)
(440, 30, 15, 1, 81, 93, 1)
(441, 24, 8, 4, 82, 94, 1)
(442, 30, 12, 2, 84, 85, 1)
(443, 20, 15, 1, 85, 86, 1)
(444, 24, 10, 2, 86, 87, 1)
(445, 40, 15, 3, 87, 88, 1)
(446, 24, 12, 3, 88, 89, 1)
(447, 24, 12, 1, 89, 90, 1)
(448, 20, 15, 2, 90, 91, 1)
(449, 30, 8, 1, 91, 92, 1)
(450, 24, 10, 3, 92, 93, 1)
(451, 24, 15, 1, 93, 94, 1)
(452, 30, 15, 4, 94, 95, 1)
(453, 20, 15, 2, 84, 96, 1)
(454, 30, 15, 1, 85, 97, 1)
(455, 24, 15, 1, 86, 98, 1)
(456, 30, 8, 2, 87, 99, 1)
(457, 36, 12, 1, 88, 100, 1)
(458, 20, 15, 3, 89, 101, 1)
(459, 36, 10, 1, 90, 102, 1)
(461, 36, 15, 3, 92, 104, 1)
(463, 30, 8, 1, 94, 106, 0)
(464, 30, 10, 1, 96, 97, 1)
(465, 30, 12, 3, 97, 98, 1)
(466, 36, 12, 3, 98, 99, 1)
(467, 30, 8, 1, 99, 100, 1)
(468, 40, 10, 1, 100, 101, 1)
(469, 20, 8, 1, 101, 102, 0)
(474, 36, 12, 2, 106, 107, 1)
(475, 36, 15, 4, 96, 108, 1)
(476, 20, 12, 3, 97, 109, 1)
(477, 40, 15, 2, 98, 110, 0)
(478, 40, 15, 1, 99, 111, 1)
(480, 30, 15, 4, 101, 113, 1)
(481, 30, 12, 2, 102, 114, 1)
(483, 20, 8, 1, 104, 116, 1)
(485, 40, 8, 3, 106, 118, 1)
(486, 30, 15, 4, 108, 109, 0)
(487, 30, 12, 3, 109, 110, 1)
(488, 20, 8, 2, 110, 111, 1)
(491, 36, 10, 3, 113, 114, 1)
(492, 36, 8, 4, 114, 115, 1)
(493, 24, 8, 4, 115, 116, 1)
(494, 30, 8, 1, 116, 117, 1)
(495, 36, 8, 2, 117, 118, 0)
(496, 24, 12, 3, 118, 119, 1)
(497, 30, 8, 4, 108, 120, 1)
(498, 24, 10, 4, 109, 121, 1)
(499, 40, 10, 2, 110, 122, 0)
(500, 24, 8, 2, 111, 123, 1)
(502, 24, 12, 2, 113, 125, 1)
(504, 24, 10, 1, 115, 127, 1)
(505, 24, 15, 3, 116, 128, 1)
(506, 40, 10, 1, 117, 129, 1)
(507, 20, 15, 2, 118, 130, 1)
(508, 24, 15, 4, 120, 121, 1)
(509, 30, 10, 1, 121, 122, 1)
(510, 20, 8, 3, 122, 123, 1)
(511, 40, 12, 2, 123, 124, 1)
(512, 40, 8, 4, 124, 125, 1)
(515, 30, 15, 2, 127, 128, 1)
(516, 36, 8, 3, 128, 129, 1)
(517, 36, 15, 2, 129, 130, 1)
(518, 20, 10, 4, 130, 131, 1)
(519, 30, 12, 3, 120, 132, 1)
(520, 24, 10, 1, 121, 133, 0)
(521, 20, 8, 3, 122, 134, 1)
(522, 36, 8, 1, 123, 135, 1)
(523, 40, 15, 1, 124, 136, 1)
(524, 40, 10, 1, 125, 137, 0)
(526, 36, 15, 1, 127, 139, 1)
(527, 40, 10, 1, 128, 140, 1)
(528, 24, 12, 1, 129, 141, 1)
(529, 30, 8, 1, 130, 142, 1)
(530, 30, 8, 4, 132, 133, 1)
(531, 24, 15, 3, 133, 134, 1)
(532, 20, 15, 2, 134, 135, 1)
(533, 36, 12, 4, 135, 136, 1)
(534, 24, 12, 3, 136, 137, 1)
(535, 40, 10, 3, 137, 138, 1)
(536, 30, 10, 3, 138, 139, 1)
(537, 36, 10, 2, 139, 140, 1)
(538, 20, 8, 2, 140, 141, 1)
(539, 40, 12, 4, 141, 142, 1)
(540, 40, 12, 1, 142, 143, 0)
(541, 40, 10, 3, 11, 23, 1)
(542, 24, 12, 1, 23, 35, 1)
(543, 20, 8, 3, 35, 47, 1)
(544, 20, 15, 2, 47, 59, 1)
(545, 30, 15, 3, 59, 71, 1)
(546, 40, 8, 3, 71, 83, 1)
(547, 24, 10, 3, 83, 95, 1)
(548, 30, 8, 4, 95, 107, 1)
(549, 30, 8, 3, 107, 119, 1)
(550, 36, 12, 3, 119, 131, 1)
(551, 36, 12, 4, 131, 143, 1)
