(292, 36, 15, 4, 4, 5, 0)
(293, 40, 15, 1, 5, 6, 1)
(294, 20, 12, 1, 6, 7, 1)
(295, 40, 10, 4, 7, 8, 1)
(296, 20, 8, 1, 8, 9, 1)
(297, 20, 10, 2, 9, 10, 1)
(298, 20, 8, 3, 10, 11, 1)
(303, 24, 12, 2, 4, 16, 1)
(304, 40, 8, 3, 5, 17, 1)
(305, 36, 8, 1, 6, 18, 1)
(306, 40, 10, 2, 7, 19, 1)
(307, 24, 10, 3, 8, 20, 1)
(308, 24, 15, 2, 9, 21, 0)
(313, 20, 10, 2, 15, 16, 1)
(314, 24, 8, 4, 16, 17, 1)
(315, 36, 8, 2, 17, 18, 1)
(316, 20, 10, 1, 18, 19, 1)
(317, 40, 10, 2, 19, 20, 1)
(318, 36, 8, 4, 20, 21, 1)
(324, 40, 10, 2, 15, 27, 0)
(325, 20, 12, 2, 16, 28, 1)
(326, 24, 15, 3, 17, 29, 0)
(327, 20, 15, 2, 18, 30, 0)
(328, 36, 8, 4, 19, 31, 1)
(329, 36, 10, 2, 20, 32, 1)
(330, 30, 15, 4, 21, 33, 1)
(335, 24, 10, 2, 27, 28, 0)
(336, 24, 10, 4, 28, 29, 1)
(337, 36, 12, 1, 29, 30, 1)
(338, 36, 12, 4, 30, 31, 1)
(339, 36, 12, 2, 31, 32, 1)
(340, 20, 8, 2, 32, 33, 1)
(341, 30, 10, 2, 33, 34, 1)
(342, 40, 10, 2, 34, 35, 1)
(346, 36, 15, 1, 27, 39, 1)
(347, 36, 8, 3, 28, 40, 1)
(349, 24, 12, 2, 30, 42, 1)
(350, 40, 8, 1, 31, 43, 1)
(351, 40, 8, 1, 32, 44, 1)
(352, 36, 8, 2, 33, 45, 1)
(353, 30, 10, 1, 34, 46, 1)
(357, 30, 12, 3, 39, 40, 1)
(360, 36, 10, 2, 42, 43, 1)
(361, 30, 12, 1, 43, 44, 0)
(362, 36, 10, 4, 44, 45, 1)
(363, 40, 12, 1, 45, 46, 1)
(364, 36, 8, 2, 46, 47, 1)
(368, 24, 15, 2, 39, 51, 1)
(369, 20, 15, 4, 40, 52, 1)
(371, 40, 10, 4, 42, 54, 1)
(372, 40, 8, 3, 43, 55, 1)
(374, 36, 8, 4, 45, 57, 1)
(375, 36, 15, 1, 46, 58, 1)
(377, 20, 12, 2, 49, 50, 1)
(378, 30, 12, 3, 50, 51, 1)
(379, 36, 8, 2, 51, 52, 1)
(380, 30, 8, 3, 52, 53, 1)
(381, 40, 10, 4, 53, 54, 1)
(382, 20, 12, 3, 54, 55, 1)
(385, 20, 15, 1, 57, 58, 1)
(386, 20, 15, 1, 58, 59, 1)
(388, 20, 10, 4, 49, 61, 1)
(389, 36, 12, 2, 50, 62, 1)
(390, 20, 12, 2, 51, 63, 1)
(391, 36, 10, 3, 52, 64, 1)
(392, 40, 12, 4, 53, 65, 1)
(393, 36, 10, 3, 54, 66, 1)
(394, 36, 8, 3, 55, 67, 0)
(396, 24, 12, 2, 57, 69, 1)
(397, 20, 8, 2, 58, 70, 1)
(398, 20, 8, 4, 60, 61, 0)
(399, 40, 12, 1, 61, 62, 1)
(400, 36, 10, 2, 62, 63, 1)
(401, 20, 15, 2, 63, 64, 1)
(402, 20, 8, 4, 64, 65, 1)
(403, 20, 12, 1, 65, 66, 1)
(404, 24, 10, 2, 66, 67, 1)
(405, 20, 10, 4, 67, 68, 1)
(406, 36, 12, 1, 68, 69, 1)
(407, 24, 8, 2, 69, 70, 1)
(408, 30, 15, 3, 70, 71, 1)
(409, 20, 12, 4, 60, 72, 1)
(410, 24, 15, 2, 61, 73, 1)
(411, 40, 15, 4, 62, 74, 1)
(412, 30, 10, 3, 63, 75, 1)
(413, 24, 8, 2, 64, 76, 1)
(414, 36, 10, 1, 65, 77, 1)
(415, 24, 8, 1, 66, 78, 1)
(416, 20, 10, 1, 67, 79, 1)
(417, 36, 15, 4, 68, 80, 1)
(418, 20, 10, 3, 69, 81, 1)
